cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,subcategory_id,category_id
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000.0,2758.0,failed,25,US,USD,2021-10-07 05:00:00,2021-12-28 06:00:00,subcat8,cat2
2087,2017,Ramirez-Myers,Switchable intangible definition,900.0,14540.0,successful,186,US,USD,2020-11-25 06:00:00,2021-10-16 05:00:00,subcat8,cat2
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,1479.0,failed,25,US,USD,2021-08-13 05:00:00,2021-11-21 06:00:00,subcat8,cat2
764,6089,Cruz Ltd,Exclusive dynamic adapter,inf,12936.0,canceled,145,CH,CHF,2020-06-26 05:00:00,2021-03-09 06:00:00,subcat8,cat2
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model,inf,62100.0,failed,941,US,USD,2021-05-28 05:00:00,2021-07-01 05:00:00,subcat8,cat2
1653,1419,Schmidt-Gomez,User-centric impactful projection,5100.0,2064.0,failed,83,US,USD,2021-06-02 05:00:00,2021-09-04 05:00:00,subcat8,cat2
3158,4952,Hensley Ltd,Versatile global attitude,6200.0,10936.0,successful,296,US,USD,2020-10-28 05:00:00,2021-02-27 06:00:00,subcat8,cat2
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,inf,inf,successful,1605,US,USD,2021-11-14 06:00:00,2021-12-14 06:00:00,subcat8,cat2
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix,9000.0,7228.0,failed,80,GB,GBP,2020-05-24 05:00:00,2021-05-26 05:00:00,subcat8,cat2
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,inf,inf,successful,2218,GB,GBP,2021-01-04 06:00:00,2021-04-11 05:00:00,subcat8,cat2
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,inf,1930.0,failed,49,GB,GBP,2021-03-04 06:00:00,2021-09-21 05:00:00,subcat8,cat2
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,100.0,4.0,canceled,1,CH,CHF,2021-06-18 05:00:00,2021-11-12 06:00:00,subcat8,cat2
2704,1968,Ritter PLC,Multi-channeled upward-trending application,9500.0,14410.0,successful,554,CA,CAD,2020-12-25 06:00:00,2021-07-12 05:00:00,subcat8,cat2
68,3879,Burnett-Mora,Quality-focused 24/7 superstructure,6400.0,12130.0,successful,238,GB,GBP,2020-09-06 05:00:00,2021-08-01 05:00:00,subcat8,cat2
1260,1563,Smith-Smith,Total leadingedge neural-net,inf,5916.0,failed,64,US,USD,2021-03-10 06:00:00,2021-05-26 05:00:00,subcat8,cat2
2929,2632,"Dunn, Moreno and Green",Intuitive object-oriented task-force,1900.0,2884.0,successful,96,US,USD,2021-02-23 06:00:00,2021-02-28 06:00:00,subcat8,cat2
255,1334,Robinson Group,Re-contextualized homogeneous flexibility,16200.0,inf,successful,1101,US,USD,2020-07-03 05:00:00,2021-05-18 05:00:00,subcat8,cat2
842,1639,"Turner, Scott and Gentry",Assimilated regional groupware,5600.0,2444.0,failed,58,IT,EUR,2021-03-31 05:00:00,2021-12-04 06:00:00,subcat8,cat2
2392,4020,Gardner Inc,Function-based systematic Graphical User Interface,3700.0,5028.0,successful,180,US,USD,2021-07-22 05:00:00,2022-01-03 06:00:00,subcat8,cat2
1699,2790,Meyer-Avila,Multi-tiered discrete support,10000.0,6100.0,failed,191,US,USD,2020-12-02 06:00:00,2021-05-28 05:00:00,subcat8,cat2
335,4789,Matthews LLC,Advanced transitional help-desk,3900.0,8124.0,successful,198,US,USD,2020-09-05 05:00:00,2021-04-21 05:00:00,subcat8,cat2
2711,1620,Johnson-Pace,Persistent 3rdgeneration moratorium,inf,inf,successful,5139,US,USD,2021-07-10 05:00:00,2022-01-12 06:00:00,subcat8,cat2
1169,5779,Macias Inc,Optimized didactic intranet,8100.0,6090.0,failed,94,US,USD,2020-09-02 05:00:00,2021-08-06 05:00:00,subcat8,cat2
342,4533,Jones-Ryan,Vision-oriented uniform instruction set,6700.0,8920.0,successful,307,US,USD,2021-03-27 05:00:00,2021-10-09 05:00:00,subcat8,cat2
3061,2222,Collier LLC,Secured well-modulated projection,17100.0,inf,successful,1467,CA,CAD,2020-09-09 05:00:00,2021-09-05 05:00:00,subcat8,cat2
1336,3928,Sanders LLC,Multi-tiered explicit focus group,inf,inf,failed,1825,US,USD,2021-02-01 06:00:00,2022-01-16 06:00:00,subcat8,cat2
1062,1422,"Christian, Kim and Jimenez",Devolved foreground throughput,inf,inf,successful,1470,US,USD,2021-07-11 05:00:00,2021-09-17 05:00:00,subcat8,cat2
2250,3057,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800.0,2992.0,successful,32,US,USD,2020-05-13 05:00:00,2021-03-06 06:00:00,subcat8,cat2
2175,6073,"Taylor, Santiago and Flores",Polarized composite customer loyalty,inf,37820.0,failed,374,US,USD,2020-10-08 05:00:00,2021-04-11 05:00:00,subcat8,cat2
378,3714,"Jones, Taylor and Moore",Down-sized system-worthy secured line,100.0,2.0,failed,1,IT,EUR,2021-10-08 05:00:00,2021-11-03 05:00:00,subcat17,cat2
747,2812,Davis-Michael,Progressive tertiary framework,3900.0,4776.0,successful,85,GB,GBP,2021-06-29 05:00:00,2021-08-27 05:00:00,subcat17,cat2
1221,2152,Sandoval Group,Assimilated multi-tasking archive,7100.0,8720.0,successful,126,US,USD,2021-08-30 05:00:00,2021-09-21 05:00:00,subcat17,cat2
2836,4161,Garcia Ltd,Secured global success,5600.0,5476.0,failed,137,DK,DKK,2020-12-13 06:00:00,2021-04-14 05:00:00,subcat17,cat2
467,3219,"Roberts, Hinton and Williams",Programmable static middleware,35000.0,inf,successful,3016,US,USD,2020-07-04 05:00:00,2021-03-31 05:00:00,subcat17,cat2
1277,2344,Marquez-Kerr,Automated hybrid orchestration,15800.0,inf,successful,980,US,USD,2021-04-01 05:00:00,2022-01-01 06:00:00,subcat17,cat2
2663,2093,Lutz Group,Enterprise-wide foreground paradigm,2700.0,1012.0,failed,12,IT,EUR,2020-09-07 05:00:00,2021-07-05 05:00:00,subcat17,cat2
1057,2034,"Wright, Brooks and Villarreal",Reverse-engineered bifurcated strategy,6600.0,11740.0,successful,131,US,USD,2021-09-29 05:00:00,2021-11-29 06:00:00,subcat18,cat2
1556,3571,Collins-Goodman,Cross-platform even-keeled initiative,1400.0,9256.0,successful,88,US,USD,2020-05-11 05:00:00,2021-03-09 06:00:00,subcat18,cat2
2110,2785,Daniel-Luna,Mandatory multimedia leverage,inf,2528.0,failed,40,US,USD,2020-10-20 05:00:00,2021-01-17 06:00:00,subcat18,cat2
647,6217,Cole LLC,Proactive responsive emulation,inf,inf,failed,3182,IT,EUR,2021-08-07 05:00:00,2022-01-13 06:00:00,subcat18,cat2
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.0,5.0,failed,1,US,USD,2021-01-19 06:00:00,2021-07-25 05:00:00,subcat18,cat2
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,inf,successful,3059,CA,CAD,2020-11-19 06:00:00,2021-08-28 05:00:00,subcat18,cat2
2349,5490,King-Nguyen,Open-source incremental throughput,1300.0,13680.0,successful,249,US,USD,2021-06-25 05:00:00,2021-10-01 05:00:00,subcat18,cat2
2371,2996,Stevens Inc,Adaptive 24hour projection,8200.0,1546.0,canceled,37,US,USD,2021-10-08 05:00:00,2021-11-27 06:00:00,subcat18,cat2
1423,4556,Franklin Inc,Focused multimedia knowledgebase,6200.0,6268.0,successful,87,US,USD,2020-05-01 05:00:00,2021-04-13 05:00:00,subcat18,cat2
569,4869,Johnson Group,Compatible full-range leverage,3900.0,11070.0,successful,316,US,USD,2021-02-28 06:00:00,2021-05-08 05:00:00,subcat18,cat2
1805,3418,"Wilson, Wilson and Mathis",Optional asymmetric success,100.0,2.0,failed,1,US,USD,2021-06-11 05:00:00,2021-10-26 05:00:00,subcat18,cat2
2747,4073,Smith Group,Right-sized secondary challenge,inf,57860.0,failed,752,DK,DKK,2021-08-27 05:00:00,2021-12-19 06:00:00,subcat18,cat2
3129,2623,Young PLC,Optional maximized attitude,inf,26580.0,failed,1063,US,USD,2020-05-20 05:00:00,2021-02-06 06:00:00,subcat18,cat2
2089,2059,Davis Ltd,Upgradable uniform service-desk,3500.0,6204.0,successful,100,AU,AUD,2021-04-22 05:00:00,2021-07-19 05:00:00,subcat18,cat2
2504,4178,Smith-Brown,Object-based content-based ability,1500.0,10940.0,successful,207,IT,EUR,2020-12-01 06:00:00,2021-07-19 05:00:00,subcat18,cat2
2575,1717,Cook-Ortiz,Right-sized dedicated standardization,17700.0,inf,successful,1797,US,USD,2021-06-11 05:00:00,2021-08-22 05:00:00,subcat18,cat2
2444,2141,Best-Young,Implemented multimedia time-frame,3100.0,12620.0,successful,123,CH,CHF,2020-08-19 05:00:00,2021-06-02 05:00:00,subcat18,cat2
2107,5445,Gates PLC,Secured content-based product,4500.0,13980.0,successful,159,US,USD,2020-07-09 05:00:00,2021-05-18 05:00:00,subcat22,cat2
1381,5921,Soto-Anthony,Ameliorated logistical capability,51400.0,inf,successful,2261,US,USD,2020-10-13 05:00:00,2021-02-22 06:00:00,subcat22,cat2
2040,4467,Howard-Douglas,Organized human-resource attitude,inf,inf,successful,1573,US,USD,2020-09-22 05:00:00,2021-04-06 05:00:00,subcat22,cat2
1812,4187,"Melton, Robinson and Fritz",Function-based leadingedge pricing structure,inf,inf,successful,1425,AU,AUD,2020-12-17 06:00:00,2021-12-30 06:00:00,subcat3,cat3
1969,3325,Sparks-West,Organized incremental standardization,2000.0,14450.0,successful,249,US,USD,2021-08-19 05:00:00,2021-11-21 06:00:00,subcat3,cat3
1291,4995,Mosley-Gilbert,Vision-oriented logistical intranet,2800.0,2734.0,failed,38,US,USD,2021-05-21 05:00:00,2021-09-23 05:00:00,subcat3,cat3
580,3185,Hanson Inc,Grass-roots web-enabled contingency,2900.0,8810.0,successful,180,GB,GBP,2021-03-14 06:00:00,2021-08-29 05:00:00,subcat3,cat3
478,4865,Charles-Johnson,Total fresh-thinking system engine,6800.0,9830.0,successful,95,US,USD,2020-10-08 05:00:00,2021-07-23 05:00:00,subcat3,cat3
718,1612,Jones-Meyer,Re-engineered client-driven hub,4700.0,12630.0,successful,361,AU,AUD,2020-10-24 05:00:00,2021-04-12 05:00:00,subcat3,cat3
1106,6151,"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,inf,inf,successful,2443,GB,GBP,2021-07-17 05:00:00,2022-01-18 06:00:00,subcat3,cat3
1302,1433,Jackson LLC,Distributed motivating algorithm,64300.0,65300.0,successful,1071,US,USD,2020-05-07 05:00:00,2021-03-21 05:00:00,subcat3,cat3
1410,2720,Figueroa Ltd,Expanded solution-oriented benchmark,5000.0,11500.0,successful,117,US,USD,2021-05-26 05:00:00,2021-11-24 06:00:00,subcat3,cat3
2164,4323,Bruce Group,Cross-platform methodical process improvement,5500.0,4300.0,failed,75,US,USD,2021-02-01 06:00:00,2021-09-05 05:00:00,subcat3,cat3
2916,1463,Cordova Ltd,Synergized radical product,inf,inf,successful,2506,US,USD,2021-05-05 05:00:00,2021-08-08 05:00:00,subcat3,cat3
2424,2703,"Daniels, Rose and Tyler",Centralized global approach,8600.0,5316.0,failed,136,US,USD,2021-03-17 05:00:00,2021-04-15 05:00:00,subcat3,cat3
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,14300.0,successful,157,US,USD,2021-02-09 06:00:00,2021-10-26 05:00:00,subcat3,cat3
1231,4914,Walters-Carter,Seamless value-added standardization,4500.0,14650.0,successful,222,US,USD,2020-11-20 06:00:00,2021-11-27 06:00:00,subcat3,cat3
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8800.0,successful,91,US,USD,2021-03-28 05:00:00,2021-08-23 05:00:00,subcat3,cat3
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8150.0,failed,132,US,USD,2021-02-20 06:00:00,2021-04-10 05:00:00,subcat3,cat3
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8216.0,successful,107,US,USD,2021-03-05 06:00:00,2022-02-20 06:00:00,subcat3,cat3
2365,3289,Mills Group,Advanced empowering matrix,8400.0,3252.0,canceled,64,US,USD,2020-03-24 05:00:00,2021-02-22 06:00:00,subcat3,cat3
2900,5720,Petersen and Sons,Open-source full-range portal,900.0,12610.0,successful,191,US,USD,2021-05-03 05:00:00,2022-02-13 06:00:00,subcat3,cat3
2352,1613,Ware-Arias,Upgradable maximized protocol,inf,inf,successful,5203,US,USD,2021-04-28 05:00:00,2021-12-10 06:00:00,subcat3,cat3
1145,4797,Shaw Ltd,Profit-focused content-based application,1400.0,8052.0,successful,139,CA,CAD,2021-06-05 05:00:00,2021-08-03 05:00:00,subcat3,cat3
2185,5095,"Smith, Brown and Davis",Devolved background project,inf,46300.0,failed,579,DK,DKK,2021-12-27 06:00:00,2022-01-14 06:00:00,subcat3,cat3
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.0,837.0,failed,19,US,USD,2020-12-26 06:00:00,2021-07-03 05:00:00,subcat3,cat3
1384,3578,Martin-James,Streamlined upward-trending analyzer,inf,inf,failed,2779,AU,AUD,2021-01-11 06:00:00,2021-03-30 05:00:00,subcat3,cat3
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000.0,3840.0,failed,71,US,USD,2021-02-15 06:00:00,2021-05-05 05:00:00,subcat3,cat3
1368,1651,Nunez-Richards,De-engineered cohesive system engine,inf,inf,successful,1613,US,USD,2020-10-12 05:00:00,2021-10-21 05:00:00,subcat3,cat3
2988,3530,Cisneros Ltd,Vision-oriented regional hub,10000.0,12690.0,successful,409,US,USD,2020-10-17 05:00:00,2021-08-24 05:00:00,subcat3,cat3
3169,3731,Williams-Jones,Monitored incremental info-mediaries,600.0,14030.0,successful,234,US,USD,2020-05-06 05:00:00,2021-05-31 05:00:00,subcat3,cat3
497,5156,Nguyen Inc,Seamless directional capacity,7300.0,7348.0,successful,69,US,USD,2020-09-11 05:00:00,2021-06-19 05:00:00,subcat3,cat3
1338,4849,Moreno Ltd,Customer-focused multimedia methodology,inf,inf,successful,1345,AU,AUD,2021-04-14 05:00:00,2021-05-30 05:00:00,subcat3,cat3
1954,3149,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900.0,14690.0,successful,181,US,USD,2021-05-01 05:00:00,2021-10-20 05:00:00,subcat3,cat3
685,5942,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000.0,7220.0,canceled,219,US,USD,2021-06-06 05:00:00,2021-07-08 05:00:00,subcat3,cat3
2077,3272,Edwards LLC,Automated system-worthy structure,55800.0,inf,successful,3388,US,USD,2020-12-25 06:00:00,2021-08-06 05:00:00,subcat3,cat3
692,3111,Gonzalez-Snow,Polarized user-facing interface,5000.0,6776.0,successful,78,IT,EUR,2020-12-21 06:00:00,2021-12-01 06:00:00,subcat3,cat3
812,1905,Byrd Group,Profound fault-tolerant model,inf,inf,successful,3308,US,USD,2021-09-25 05:00:00,2021-09-28 05:00:00,subcat3,cat3
1015,4121,"Houston, Moore and Rogers",Optional tangible utilization,7600.0,8340.0,successful,185,US,USD,2021-08-12 05:00:00,2021-11-23 06:00:00,subcat3,cat3
2259,2508,"Hodges, Smith and Kelly",Future-proofed 24hour model,inf,inf,failed,1758,US,USD,2020-05-06 05:00:00,2021-02-09 06:00:00,subcat3,cat3
55,2940,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100.0,12990.0,successful,155,US,USD,2020-10-11 05:00:00,2021-03-10 06:00:00,subcat3,cat3
2554,2116,Williams LLC,Up-sized high-level access,inf,inf,successful,1354,GB,GBP,2021-11-17 06:00:00,2021-11-28 06:00:00,subcat3,cat3
2293,5102,"Cooper, Stanley and Bryant",Phased empowering success,1000.0,5084.0,successful,48,US,USD,2021-06-07 05:00:00,2021-11-30 06:00:00,subcat3,cat3
212,3415,"Powers, Smith and Deleon",Enhanced uniform service-desk,100.0,2.0,failed,1,US,USD,2020-09-23 05:00:00,2021-06-06 05:00:00,subcat3,cat3
2381,1798,"Wang, Silva and Byrd",Integrated bifurcated software,1400.0,3534.0,successful,110,US,USD,2021-01-11 06:00:00,2021-07-02 05:00:00,subcat3,cat3
237,5821,"Carter, Cole and Curtis",Cloned responsive standardization,5800.0,11540.0,successful,462,US,USD,2020-09-08 05:00:00,2021-04-12 05:00:00,subcat3,cat3
435,3857,Stevenson PLC,Profound directional knowledge user,inf,1210.0,failed,38,US,USD,2021-02-19 06:00:00,2021-07-23 05:00:00,subcat3,cat3
1050,3169,Dawson Group,Triple-buffered bi-directional model,inf,inf,successful,3777,IT,EUR,2021-03-07 06:00:00,2021-03-22 05:00:00,subcat3,cat3
910,5594,Wiggins Ltd,Upgradable analyzing core,9900.0,6160.0,live,66,CA,CAD,2021-04-27 05:00:00,2021-11-24 06:00:00,subcat3,cat3
2686,4912,Wright LLC,Seamless clear-thinking conglomeration,5900.0,9520.0,successful,203,US,USD,2021-02-22 06:00:00,2021-02-28 06:00:00,subcat3,cat3
201,2576,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600.0,inf,successful,1548,AU,AUD,2021-07-19 05:00:00,2021-12-03 06:00:00,subcat3,cat3
923,3850,Robbins Group,Function-based interactive matrix,5500.0,4680.0,failed,55,US,USD,2021-02-04 06:00:00,2021-03-07 06:00:00,subcat3,cat3
1593,4519,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700.0,inf,successful,1681,US,USD,2020-12-18 06:00:00,2021-03-15 05:00:00,subcat3,cat3
2028,5219,Diaz-Little,Grass-roots executive synergy,6700.0,11944.0,successful,323,US,USD,2021-06-26 05:00:00,2021-07-10 05:00:00,subcat3,cat3
505,4495,"Wright, Hunt and Rowe",Extended eco-centric pricing structure,inf,38400.0,failed,452,US,USD,2021-10-25 05:00:00,2021-12-16 06:00:00,subcat9,cat3
1019,3605,"Scott, Wilson and Martin",Cross-platform intermediate frame,inf,inf,successful,2673,US,USD,2021-05-01 05:00:00,2021-10-01 05:00:00,subcat9,cat3
462,2265,"Garcia, Garcia and Lopez",Reduced stable middleware,8800.0,14880.0,successful,198,US,USD,2020-11-18 06:00:00,2021-03-18 05:00:00,subcat9,cat3
1213,1664,"Bradshaw, Gill and Donovan",Inverse secondary infrastructure,inf,inf,failed,1467,GB,GBP,2020-09-07 05:00:00,2021-07-29 05:00:00,subcat9,cat3
2101,4248,Roy PLC,Multi-channeled neutral customer loyalty,6000.0,5390.0,failed,120,US,USD,2021-03-30 05:00:00,2021-05-24 05:00:00,subcat9,cat3
2655,4085,"Flores, Miller and Johnson",Horizontal context-sensitive knowledge user,8000.0,11496.0,successful,164,US,USD,2021-03-03 06:00:00,2021-05-22 05:00:00,subcat9,cat3
1363,3126,Lopez Inc,Team-oriented 6thgeneration middleware,inf,inf,successful,4065,GB,GBP,2020-11-03 06:00:00,2021-09-24 05:00:00,subcat9,cat3
2480,3251,Cisneros-Burton,Public-key zero tolerance orchestration,31400.0,41570.0,successful,374,US,USD,2021-07-03 05:00:00,2021-10-05 05:00:00,subcat9,cat3
3088,5150,Garcia Inc,Front-line web-enabled model,3700.0,10424.0,successful,336,US,USD,2020-09-18 05:00:00,2021-08-18 05:00:00,subcat9,cat3
2431,5288,Harper-Davis,Robust heuristic encoding,1900.0,13816.0,successful,126,US,USD,2021-07-02 05:00:00,2021-12-31 06:00:00,subcat9,cat3
698,3096,"Hamilton, Wright and Chavez",Down-sized empowering protocol,inf,19250.0,failed,326,US,USD,2021-01-14 06:00:00,2021-07-07 05:00:00,subcat9,cat3
1882,1656,Fields-Moore,Secured reciprocal array,25000.0,59140.0,successful,768,CH,CHF,2021-01-28 06:00:00,2021-11-21 06:00:00,subcat9,cat3
2198,5629,"White, Larson and Wright",Upgradable hybrid capability,9300.0,11256.0,successful,107,US,USD,2020-04-19 05:00:00,2021-02-15 06:00:00,subcat9,cat3
3024,1763,Evans Group,Stand-alone actuating support,8000.0,12984.0,successful,164,US,USD,2021-04-26 05:00:00,2021-07-14 05:00:00,subcat9,cat3
1130,3983,"Santos, Black and Donovan",Pre-emptive scalable access,600.0,5370.0,successful,48,US,USD,2020-04-15 05:00:00,2021-02-08 06:00:00,subcat9,cat3
2563,3691,"Olsen, Edwards and Reid",Optional clear-thinking software,56000.0,inf,successful,2107,AU,AUD,2020-10-09 05:00:00,2021-06-06 05:00:00,subcat9,cat3
1834,1268,King Inc,Organic bandwidth-monitored frame,8200.0,5176.0,failed,100,DK,DKK,2020-08-06 05:00:00,2021-08-30 05:00:00,subcat9,cat3
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.0,3128.0,failed,41,US,USD,2021-04-12 05:00:00,2021-12-03 06:00:00,subcat9,cat3
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41400.0,successful,470,US,USD,2020-07-30 05:00:00,2021-03-22 05:00:00,subcat9,cat3
948,4025,Burns-Burnett,Front-line scalable definition,3800.0,2240.0,live,86,US,USD,2020-08-28 05:00:00,2021-05-19 05:00:00,subcat9,cat3
2808,4102,Flores-Lambert,Triple-buffered logistical frame,inf,42780.0,failed,424,US,USD,2021-07-18 05:00:00,2021-10-05 05:00:00,subcat9,cat3
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,inf,inf,failed,1608,US,USD,2021-01-07 06:00:00,2021-05-08 05:00:00,subcat9,cat3
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400.0,6016.0,failed,118,US,USD,2020-12-24 06:00:00,2021-03-18 05:00:00,subcat9,cat3
2403,1244,Rodriguez-West,Automated optimal function,7000.0,1744.0,failed,32,US,USD,2020-09-24 05:00:00,2021-04-09 05:00:00,subcat9,cat3
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,5580.0,failed,186,US,USD,2020-05-11 05:00:00,2021-03-29 05:00:00,subcat9,cat3
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200.0,3984.0,successful,42,US,USD,2021-04-16 05:00:00,2021-08-18 05:00:00,subcat9,cat3
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,10290.0,successful,381,US,USD,2021-04-16 05:00:00,2021-10-13 05:00:00,subcat9,cat3
2806,2150,Lyons LLC,Balanced impactful circuit,inf,inf,successful,2756,US,USD,2020-09-12 05:00:00,2021-04-13 05:00:00,subcat9,cat3
2322,4003,Clark Inc,Down-sized mobile time-frame,9200.0,9336.0,successful,85,IT,EUR,2021-06-07 05:00:00,2021-09-06 05:00:00,subcat9,cat3
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500.0,13680.0,successful,268,US,USD,2020-05-30 05:00:00,2021-06-13 05:00:00,subcat9,cat3
2310,2942,Lucero Group,Intuitive actuating benchmark,9800.0,3348.0,failed,120,US,USD,2020-07-14 05:00:00,2021-03-26 05:00:00,subcat9,cat3
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.0,1768.0,failed,63,US,USD,2021-05-01 05:00:00,2021-09-02 05:00:00,subcat9,cat3
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500.0,inf,successful,762,US,USD,2021-05-21 05:00:00,2021-07-20 05:00:00,subcat9,cat3
2509,2188,Waters and Sons,Inverse neutral structure,6300.0,13016.0,successful,194,US,USD,2021-08-12 05:00:00,2022-01-16 06:00:00,subcat9,cat3
2785,2430,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200.0,13384.0,successful,129,CA,CAD,2021-02-13 06:00:00,2021-10-21 05:00:00,subcat9,cat3
3027,4427,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500.0,14380.0,successful,134,US,USD,2020-11-01 05:00:00,2021-10-22 05:00:00,subcat9,cat3
1656,1879,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100.0,inf,successful,2893,CA,CAD,2020-07-15 05:00:00,2021-03-11 06:00:00,subcat9,cat3
649,4561,"Cole, Petty and Cameron",Realigned zero administration paradigm,100.0,3.0,failed,1,US,USD,2020-08-12 05:00:00,2021-04-17 05:00:00,subcat9,cat3
33,5871,Sims-Gross,Object-based attitude-oriented analyzer,8700.0,4710.0,failed,83,US,USD,2021-03-05 06:00:00,2021-03-27 05:00:00,subcat9,cat3
113,3336,Reyes PLC,Expanded optimal pricing structure,8300.0,8320.0,successful,297,US,USD,2020-09-13 05:00:00,2021-04-30 05:00:00,subcat9,cat3
1649,5580,Carson PLC,Visionary system-worthy attitude,28800.0,inf,successful,1071,CA,CAD,2021-09-05 05:00:00,2022-02-22 06:00:00,subcat9,cat3
971,3016,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900.0,2092.0,failed,34,US,USD,2020-07-21 05:00:00,2021-06-11 05:00:00,subcat9,cat3
1111,3199,Hunter-Logan,Down-sized needs-based task-force,8600.0,13530.0,successful,366,IT,EUR,2020-08-20 05:00:00,2021-04-08 05:00:00,subcat9,cat3
725,6144,Lawson and Sons,Reverse-engineered multi-tasking product,1500.0,8450.0,successful,132,IT,EUR,2021-03-21 05:00:00,2021-05-25 05:00:00,subcat9,cat3
1526,6155,Lee PLC,Re-contextualized leadingedge firmware,2000.0,5030.0,successful,65,US,USD,2021-02-02 06:00:00,2021-09-17 05:00:00,subcat9,cat3
1365,2199,Larson-Little,Proactive foreground core,7600.0,5264.0,failed,53,US,USD,2020-12-21 06:00:00,2021-08-23 05:00:00,subcat4,cat4
2057,5650,Harris Group,Open-source optimizing database,7600.0,13190.0,successful,174,DK,DKK,2020-12-11 06:00:00,2021-08-29 05:00:00,subcat4,cat4
2669,4842,Carter-Guzman,Centralized cohesive challenge,4500.0,14744.0,successful,227,DK,DKK,2020-12-22 06:00:00,2021-09-21 05:00:00,subcat4,cat4
1114,3280,Nunez-Richards,Exclusive attitude-oriented intranet,inf,21950.0,live,708,DK,DKK,2020-04-08 05:00:00,2021-03-10 06:00:00,subcat4,cat4
601,4904,"Perez, Johnson and Gardner",Grass-roots zero administration system engine,6300.0,3030.0,failed,27,US,USD,2020-08-11 05:00:00,2021-06-26 05:00:00,subcat4,cat4
875,1558,Johnson-Gould,Exclusive needs-based adapter,9100.0,6090.0,canceled,135,US,USD,2021-03-24 05:00:00,2022-01-27 06:00:00,subcat4,cat4
2283,2307,Perez-Hess,Down-sized cohesive archive,62500.0,30340.0,failed,674,US,USD,2021-10-12 05:00:00,2021-11-17 06:00:00,subcat4,cat4
711,5695,Simmons-Reynolds,Re-engineered intangible definition,inf,38530.0,failed,558,US,USD,2021-03-14 06:00:00,2021-04-29 05:00:00,subcat4,cat4
1747,5708,Collier Inc,Enhanced dynamic definition,59100.0,inf,successful,890,US,USD,2020-07-06 05:00:00,2021-08-04 05:00:00,subcat4,cat4
2653,2251,Spencer-Bates,Optional responsive customer loyalty,inf,51800.0,canceled,1480,US,USD,2020-11-20 06:00:00,2021-07-27 05:00:00,subcat4,cat4
325,3715,"Campbell, Brown and Powell",Synchronized global task-force,inf,inf,successful,2220,US,USD,2020-12-23 06:00:00,2021-12-23 06:00:00,subcat4,cat4
210,3813,"Blair, Collins and Carter",Exclusive interactive approach,50200.0,inf,successful,5419,US,USD,2021-04-04 05:00:00,2021-12-09 06:00:00,subcat4,cat4
2034,1471,Jackson-Lewis,Monitored multi-state encryption,700.0,1101.0,successful,16,US,USD,2021-04-07 05:00:00,2021-11-26 06:00:00,subcat4,cat4
170,3477,Kim-Rice,Organized bi-directional function,9900.0,5028.0,failed,88,DK,DKK,2021-04-14 05:00:00,2021-05-01 05:00:00,subcat4,cat4
